Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket,Name
26,Viridian City,Low,Breeder,Normal,5,0,DuskBall,70,4,False,Defensive,6,False,8399,True,False,Michael Brown
19,Viridian City,High,Biker,Poison,22,0,LuxuryBall,70,4,False,Unpredictable,9,False,19136,True,False,Jacob Lee
25,Cinnabar Island,Middle,Daycare Worker,Poison,19,0,DarkBall,63,5,False,Aggressive,0,False,74156,True,False,Joseph Smith
45,Saffron City,High,Rocket Grunt,Fire,86,0,PokéBall,55,1,False,Unpredictable,18,False,43747,True,False,Thomas Jackson
57,Pallet Town,Low,PokéMart Seller,Water,20,0,TimerBall,28,5,False,Aggressive,0,False,76718,True,False,Charles Johnson
23,Cinnabar Island,Middle,Black Market Dealer,Electric,91,0,TimerBall,76,2,False,Aggressive,0,False,18268,True,False,Christopher Young
26,Viridian City,Middle,Elite Trainer,Flying,53,0,UltraBall,54,1,False,Unpredictable,14,False,23547,True,False,Aaron Jones
21,Celadon City,Low,Fisherman,Dark,80,0,NetBall,70,3,False,Defensive,7,False,1222,True,False,Henry Ramirez
12,Celadon City,Middle,Scientist,Fighting,77,0,UltraBall,41,0,False,Aggressive,18,False,389677,False,True,Andrew Hernández
69,Fuchsia City,Middle,Fisherman,Dark,68,0,DuskBall,77,2,False,Aggressive,6,False,87744,True,False,Daniel Smith
28,Vermilion City,Middle,Champion,Poison,58,0,MasterBall,78,1,False,Defensive,7,False,28636,True,False,Aaron Young
70,Pewter City,High,PokéMart Seller,Ghost,78,0,TimerBall,67,0,False,Unpredictable,22,False,7794,True,False,Thomas Perez
18,Fuchsia City,Middle,Black Market Dealer,Dark,19,0,LuxuryBall,62,0,False,Defensive,21,False,251051,True,True,Thomas Rodriguez
44,Viridian City,Low,Gym Leader Assistant,Dragon,9,0,DuskBall,66,0,False,Aggressive,20,False,43876,True,False,Joshua Davis
44,Fuchsia City,Low,Daycare Worker,Rock,75,0,LuxuryBall,36,1,False,Defensive,8,False,63466,True,False,Jacob Roberts
63,Cerulean City,Low,Police Officer,Ice,19,0,LuxuryBall,84,3,False,Defensive,11,False,68856,True,False,Charles Roberts
27,Celadon City,Middle,Daycare Worker,Fighting,54,0,DarkBall,64,5,False,Unpredictable,3,False,24903,True,False,Andrew Harris
62,Viridian City,Middle,PokéMart Seller,Dragon,7,0,NetBall,59,0,False,Defensive,6,False,49771,True,False,Michael Gonzalez
15,Cerulean City,Low,Fisherman,Grass,72,0,HealBall,80,0,False,Unpredictable,1,False,69860,True,False,Thomas Gonzalez
63,Lavender Town,Middle,Nurse,Grass,93,0,TimerBall,47,5,False,Unpredictable,18,False,89379,True,False,Brian Taylor
32,Viridian City,Middle,Fisherman,Dragon,80,0,UltraBall,80,0,False,Aggressive,16,False,39862,True,False,Christopher Sanchez
48,Pewter City,High,Scientist,Water,32,0,NetBall,50,1,False,Unpredictable,8,False,30393,True,False,Jason White
38,Fuchsia City,Low,Gym Leader Assistant,Flying,86,0,DuskBall,71,2,False,Unpredictable,3,False,78305,True,False,Thomas Hernández
61,Lavender Town,Middle,Nurse,Water,39,0,PokéBall,60,3,False,Unpredictable,25,False,34488,True,False,Jacob García
45,Celadon City,Middle,Fisherman,Water,31,0,MasterBall,80,3,False,Aggressive,23,False,58792,True,False,Charles Wilson
19,Vermilion City,Low,Nurse,Ghost,38,0,PokéBall,48,0,False,Unpredictable,10,False,192890,False,True,Matthew Rodriguez
19,Cerulean City,Low,Breeder,Ice,7,0,GreatBall,70,0,False,Unpredictable,20,False,50995,True,False,Ethan Walker
19,Cinnabar Island,High,Gym Leader Assistant,Flying,24,0,GreatBall,78,0,False,Defensive,14,False,38639,True,False,Anthony Lopez
24,Lavender Town,Low,Scientist,Normal,53,0,MasterBall,65,2,False,Aggressive,3,False,25041,True,False,Charles Rodriguez
33,Celadon City,Middle,Rocket Grunt,Fairy,22,0,GreatBall,44,2,False,Unpredictable,0,False,35750,True,False,Joshua Jones
32,Pallet Town,Low,Black Market Dealer,Poison,95,0,DuskBall,32,1,False,Unpredictable,12,False,46463,True,False,Steven Taylor
17,Pallet Town,Low,Scientist,Flying,41,0,MasterBall,32,3,False,Aggressive,16,False,20211,True,False,Michael Moore
26,Celadon City,Middle,Scientist,Fire,32,0,TimerBall,80,0,False,Unpredictable,20,False,73256,True,False,Joseph Clark
14,Cerulean City,Middle,Biker,Dragon,89,0,DuskBall,27,3,False,Aggressive,25,False,18595,True,False,Steven Jones
61,Cerulean City,Middle,Researcher,Poison,89,0,GreatBall,23,8,False,Defensive,23,False,13783,True,False,George Harris
39,Pallet Town,Low,Champion,Fighting,67,0,DarkBall,66,5,False,Defensive,9,False,8089,True,False,Daniel Lee
58,Cerulean City,Middle,Police Officer,Fire,32,0,GreatBall,24,3,False,Aggressive,4,False,23162,True,False,Michael Johnson
49,Viridian City,Middle,Police Officer,Steel,28,0,HealBall,27,0,False,Unpredictable,7,False,9679,True,False,Matthew Davis
63,Viridian City,Low,Breeder,Poison,11,0,MasterBall,28,2,False,Aggressive,15,False,89709,True,False,Paul Roberts
29,Cerulean City,Middle,Rocket Grunt,Electric,12,0,GreatBall,41,0,False,Aggressive,12,False,2309,True,False,Kevin White
34,Saffron City,Middle,Casino Worker,Normal,47,0,PokéBall,67,1,False,Defensive,22,False,51935,True,False,John Lopez
24,Pewter City,Middle,Elite Trainer,Normal,77,0,PokéBall,72,2,False,Aggressive,15,False,85272,True,False,George Moore
45,Pallet Town,Low,Police Officer,Fairy,75,0,MasterBall,34,3,False,Aggressive,1,False,70003,True,False,Brian Brown
57,Pallet Town,Middle,Elite Trainer,Psychic,86,0,LuxuryBall,38,7,False,Defensive,13,False,83961,True,False,Paul Harris
18,Saffron City,Middle,Police Officer,Bug,53,0,NetBall,42,6,False,Aggressive,10,False,96006,True,False,Richard Johnson
50,Cerulean City,Middle,Gym Leader Assistant,Steel,97,0,DuskBall,48,1,False,Unpredictable,10,False,77526,True,False,Joseph Lee
63,Fuchsia City,Middle,Champion,Ghost,45,0,TimerBall,78,2,False,Defensive,2,False,26193,True,False,Henry Harris
65,Pallet Town,Middle,Gym Leader Assistant,Rock,17,0,UltraBall,79,1,False,Aggressive,7,False,75388,True,False,Thomas Martínez
13,Lavender Town,Low,Researcher,Ice,13,0,DuskBall,43,2,False,Aggressive,22,False,78076,True,False,Steven Johnson
10,Celadon City,Low,Researcher,Bug,84,0,DarkBall,47,3,False,Aggressive,24,False,71926,True,False,Steven Roberts
32,Saffron City,Middle,Gym Leader Assistant,Poison,25,0,TimerBall,35,7,False,Aggressive,22,False,69407,True,False,Mark Brown
43,Fuchsia City,Low,Breeder,Dark,72,0,LuxuryBall,49,1,False,Defensive,3,False,79706,True,False,Christopher Walker
37,Celadon City,Low,Daycare Worker,Ghost,6,0,PokéBall,64,2,False,Defensive,24,False,89101,True,False,David Hernández
53,Lavender Town,Middle,Champion,Normal,42,0,GreatBall,47,1,False,Aggressive,21,False,65783,True,False,Mark Hernández
55,Vermilion City,High,Biker,Fairy,31,0,TimerBall,24,3,False,Defensive,10,False,65570,True,False,George Ramirez
55,Saffron City,Middle,Nurse,Normal,34,0,DuskBall,30,1,False,Unpredictable,15,False,38629,True,False,Robert Sanchez
67,Pewter City,High,Gym Leader Assistant,Rock,18,0,UltraBall,77,5,False,Defensive,14,False,24146,True,False,James White
52,Lavender Town,Low,Elite Trainer,Flying,69,0,LuxuryBall,55,2,False,Defensive,20,False,21561,True,False,Samuel Lopez
44,Saffron City,Low,Breeder,Grass,70,0,MasterBall,76,3,False,Defensive,4,False,3627,True,False,Ethan Young
21,Cerulean City,Low,Rocket Grunt,Fire,31,0,DuskBall,69,2,False,Aggressive,22,False,830,True,False,Henry Jones
44,Lavender Town,Low,Nurse,Normal,45,0,DuskBall,61,1,False,Unpredictable,10,False,6644,True,False,Thomas Rodriguez
22,Fuchsia City,Middle,Gym Leader Assistant,Water,80,0,TimerBall,23,1,False,Aggressive,14,False,99869,True,False,Thomas Ramirez
26,Cerulean City,Middle,PokéMart Seller,Ground,89,0,NetBall,72,5,False,Defensive,17,False,97509,True,False,Ethan Moore
48,Lavender Town,Middle,Rocket Grunt,Normal,60,1,UltraBall,34,1,False,Unpredictable,13,False,287137,True,True,Joshua Taylor
34,Viridian City,Middle,Daycare Worker,Bug,63,0,NetBall,49,1,False,Unpredictable,15,False,53831,True,False,Charles White
24,Lavender Town,Low,Scientist,Electric,52,0,MasterBall,73,2,False,Aggressive,5,False,67168,True,False,Joshua Davis
65,Celadon City,Low,Scientist,Ice,66,0,DuskBall,30,1,False,Unpredictable,19,False,61490,True,False,Daniel Brown
33,Pallet Town,Middle,Gym Leader Assistant,Dragon,91,0,DuskBall,31,3,False,Unpredictable,0,False,1063,True,False,Paul Gonzalez
62,Viridian City,Middle,Biker,Ice,34,0,MasterBall,62,0,False,Aggressive,1,False,2094,True,False,Edward Davis
59,Saffron City,Low,Daycare Worker,Dark,77,0,UltraBall,82,1,False,Unpredictable,5,False,93087,True,False,Henry Clark
27,Cinnabar Island,High,Daycare Worker,Ground,72,0,DarkBall,57,5,False,Defensive,3,False,44523,True,False,Brian Wilson
13,Pewter City,Middle,Casino Worker,Flying,30,0,NetBall,60,3,False,Defensive,0,False,11504,True,False,Thomas Anderson
31,Fuchsia City,Middle,Rocket Grunt,Grass,10,0,HealBall,21,1,False,Defensive,12,False,21431,True,False,Brian Perez
14,Cinnabar Island,Low,Nurse,Ground,66,0,PokéBall,49,0,False,Defensive,19,False,33321,True,False,Aaron Martin
31,Viridian City,Middle,Casino Worker,Flying,50,0,DarkBall,33,4,False,Aggressive,6,False,20506,True,False,Paul García
37,Celadon City,Middle,Black Market Dealer,Grass,72,0,UltraBall,67,0,False,Aggressive,21,False,88487,True,False,Jason Miller
34,Cerulean City,Low,Scientist,Ghost,89,0,NetBall,57,0,False,Aggressive,19,False,26173,True,False,Michael Anderson
11,Saffron City,Middle,Nurse,Flying,98,1,NetBall,38,1,False,Unpredictable,16,False,318802,True,True,Paul García
70,Pallet Town,Middle,Casino Worker,Dark,31,0,LuxuryBall,26,5,False,Unpredictable,16,False,38729,True,False,Henry Johnson
12,Pallet Town,Low,Champion,Fairy,84,0,UltraBall,36,1,False,Unpredictable,5,False,26525,True,False,Jacob Perez
58,Cerulean City,High,Underground Battler,Grass,68,0,HealBall,47,0,False,Aggressive,7,False,399007,False,True,William Jackson
40,Fuchsia City,Low,Biker,Ghost,17,0,PokéBall,59,1,False,Unpredictable,5,False,9927,True,False,Joshua Anderson
53,Viridian City,Low,Rocket Grunt,Dark,38,0,NetBall,79,5,False,Unpredictable,6,False,37727,True,False,Jason Clark
19,Viridian City,Low,Fisherman,Rock,38,0,NetBall,48,3,False,Unpredictable,13,False,97747,True,False,Michael Miller
70,Fuchsia City,Low,Gym Leader Assistant,Dark,48,0,LuxuryBall,66,1,False,Aggressive,25,False,24342,True,False,Brian Jackson
36,Celadon City,Middle,Daycare Worker,Fairy,68,0,UltraBall,45,4,False,Unpredictable,13,False,81301,True,False,Henry Hernández
36,Pallet Town,Low,Rocket Grunt,Dark,97,0,HealBall,64,1,False,Unpredictable,3,False,35071,True,False,Joshua Davis
17,Viridian City,High,Underground Battler,Bug,68,0,UltraBall,66,0,False,Aggressive,19,False,10007,True,False,Thomas Wilson
66,Pallet Town,Middle,Scientist,Grass,28,0,HealBall,32,0,False,Aggressive,15,False,42044,True,False,Aaron Hernández
56,Cinnabar Island,Middle,Fisherman,Poison,31,0,HealBall,67,6,False,Defensive,14,False,69990,True,False,Andrew Perez
45,Lavender Town,Middle,Elite Trainer,Fighting,85,0,NetBall,37,1,False,Unpredictable,20,False,29070,True,False,Joseph Anderson
22,Lavender Town,Middle,Gym Leader Assistant,Bug,87,0,LuxuryBall,43,3,False,Defensive,11,False,68,True,False,Edward Lewis
55,Celadon City,Low,Fisherman,Bug,35,0,TimerBall,59,0,False,Aggressive,7,False,90115,True,False,Brian Clark
38,Cerulean City,Middle,Gym Leader Assistant,Poison,16,0,MasterBall,67,0,False,Aggressive,12,True,118110,True,True,Steven Davis
10,Pallet Town,Middle,Elite Trainer,Water,81,0,UltraBall,57,0,False,Aggressive,10,False,8746,True,False,Robert Young
22,Saffron City,Middle,Elite Trainer,Water,33,0,UltraBall,73,5,False,Aggressive,24,False,64532,True,False,Joseph Martin
39,Pallet Town,Middle,Scientist,Fighting,18,0,TimerBall,74,2,False,Unpredictable,3,False,66739,True,False,George Martin
53,Pewter City,Low,Gym Leader Assistant,Grass,35,0,PokéBall,34,3,False,Defensive,24,False,62815,True,False,Adam Jones
21,Cinnabar Island,Middle,Scientist,Grass,8,0,UltraBall,35,1,False,Defensive,22,True,291254,False,True,Jacob García
66,Viridian City,Low,Casino Worker,Dragon,51,0,DarkBall,27,0,False,Unpredictable,14,False,70929,True,False,Ryan Rodriguez
14,Lavender Town,Middle,Scientist,Dark,29,0,UltraBall,61,1,False,Defensive,5,False,96762,True,False,Joshua Roberts
65,Saffron City,High,Police Officer,Bug,92,0,UltraBall,72,6,False,Aggressive,13,False,56142,True,False,Mark Wilson
27,Pewter City,Middle,Biker,Electric,95,0,LuxuryBall,72,5,False,Unpredictable,22,False,55019,True,False,Jason Young
15,Celadon City,Middle,Fisherman,Psychic,24,0,DarkBall,36,1,False,Defensive,1,False,49349,True,False,Brian Perez
58,Pewter City,Middle,Police Officer,Dragon,48,0,GreatBall,66,5,False,Aggressive,9,False,48294,True,False,Jason Young
15,Fuchsia City,Middle,Champion,Fairy,9,0,HealBall,74,5,False,Unpredictable,22,False,18530,True,False,George Sanchez
45,Cinnabar Island,Middle,Daycare Worker,Fairy,43,0,HealBall,51,2,False,Defensive,7,False,26075,True,False,Edward White
33,Celadon City,Low,Gym Leader Assistant,Bug,69,0,GreatBall,48,0,False,Defensive,3,False,86658,True,False,Joshua Brown
47,Vermilion City,Low,Gym Leader Assistant,Normal,87,0,MasterBall,70,3,False,Unpredictable,7,False,9093,True,False,Christopher Smith
37,Pallet Town,Middle,Elite Trainer,Ghost,64,0,GreatBall,23,3,False,Defensive,15,False,77962,True,False,Adam White
34,Lavender Town,Middle,Elite Trainer,Fairy,46,0,MasterBall,45,4,False,Defensive,9,False,37937,True,False,Ryan Gonzalez
51,Cerulean City,Middle,Police Officer,Bug,25,0,HealBall,33,2,False,Unpredictable,22,False,52228,True,False,Brian Jackson
30,Cerulean City,Low,Biker,Fairy,66,0,DarkBall,82,3,False,Aggressive,8,False,32342,True,False,Mark Martin
35,Vermilion City,Middle,Underground Battler,Poison,72,0,MasterBall,20,5,False,Aggressive,2,False,21204,True,False,Charles Gonzalez
41,Viridian City,Middle,Fisherman,Flying,73,0,LuxuryBall,29,0,False,Aggressive,10,False,92163,True,False,Edward Hernández
55,Cerulean City,Low,Elite Trainer,Water,37,0,MasterBall,74,3,False,Unpredictable,6,False,82083,True,False,Daniel Davis
21,Pewter City,Middle,Breeder,Fighting,17,0,DarkBall,44,3,False,Defensive,11,False,98866,True,False,Kevin Hernández
25,Vermilion City,High,Black Market Dealer,Dark,53,0,HealBall,56,3,False,Unpredictable,15,False,12799,True,False,Ryan Young
14,Lavender Town,Low,Black Market Dealer,Rock,24,0,PokéBall,76,4,False,Unpredictable,1,False,48019,True,False,Mark Lee
38,Celadon City,Middle,Nurse,Dark,29,0,PokéBall,45,1,False,Aggressive,25,False,5262,True,False,Joshua Miller
17,Saffron City,Middle,PokéMart Seller,Fighting,67,0,PokéBall,65,0,False,Defensive,6,False,17636,True,False,Michael Lopez
21,Vermilion City,Middle,Nurse,Dark,76,0,PokéBall,79,2,False,Unpredictable,11,False,176331,False,True,John Thomas
57,Pewter City,Middle,Casino Worker,Flying,35,0,TimerBall,78,0,False,Aggressive,13,False,59566,True,False,Robert Jones
26,Celadon City,Middle,Breeder,Ground,62,0,UltraBall,71,1,False,Unpredictable,5,False,99388,True,False,Anthony Harris
20,Cerulean City,High,Researcher,Poison,7,0,MasterBall,43,0,False,Defensive,17,False,28215,True,False,Brian Gonzalez
43,Pallet Town,High,Casino Worker,Fire,46,0,DuskBall,49,1,False,Unpredictable,6,True,342021,True,True,Michael Davis
58,Saffron City,Low,Black Market Dealer,Dragon,65,0,TimerBall,72,4,False,Aggressive,19,False,93507,True,False,Anthony Smith
67,Lavender Town,Low,Black Market Dealer,Ground,11,0,LuxuryBall,44,0,False,Aggressive,10,False,4997,True,False,Edward Hernández
68,Vermilion City,Middle,Scientist,Poison,22,0,UltraBall,77,5,False,Aggressive,10,False,75848,True,False,Michael Taylor
10,Cerulean City,Low,Biker,Fighting,70,0,TimerBall,42,4,False,Unpredictable,10,False,127,True,False,Michael Miller
35,Cerulean City,Low,Breeder,Dragon,90,1,NetBall,73,2,False,Aggressive,22,False,243428,True,True,Richard Miller
14,Cinnabar Island,High,Nurse,Grass,62,0,MasterBall,76,4,False,Aggressive,13,False,93058,True,False,David Lewis
14,Cerulean City,Low,Gym Leader Assistant,Fire,6,0,GreatBall,63,6,False,Aggressive,22,False,18137,True,False,David Anderson
28,Fuchsia City,Middle,PokéMart Seller,Dragon,22,0,UltraBall,50,4,False,Aggressive,17,False,89654,True,False,Charles Taylor
62,Pallet Town,Low,Biker,Water,32,1,DuskBall,85,5,False,Aggressive,24,False,308280,True,True,Paul Martínez
33,Fuchsia City,Middle,Researcher,Fairy,60,0,DarkBall,59,0,False,Unpredictable,5,False,49338,True,False,Ethan Walker
11,Celadon City,Middle,PokéMart Seller,Ground,81,0,LuxuryBall,26,4,False,Aggressive,12,False,44043,True,False,Jason Ramirez
35,Pallet Town,Low,Fisherman,Poison,44,0,NetBall,62,1,False,Aggressive,22,False,15957,True,False,Henry Taylor
30,Cerulean City,Low,Biker,Water,44,0,TimerBall,63,0,False,Defensive,6,False,14581,True,False,George Brown
46,Fuchsia City,Middle,Nurse,Fire,70,0,GreatBall,24,3,False,Unpredictable,8,False,44174,True,False,Henry White
49,Pallet Town,Low,Researcher,Rock,48,1,MasterBall,76,1,False,Defensive,8,False,88132,False,True,Andrew Brown
37,Cinnabar Island,High,Champion,Poison,69,1,HealBall,87,3,False,Unpredictable,21,False,203304,False,True,Brian Martin
32,Lavender Town,Middle,Elite Trainer,Rock,13,0,DarkBall,27,3,False,Defensive,9,False,40344,True,False,Henry Jackson
60,Cinnabar Island,Middle,Champion,Fairy,63,0,NetBall,78,0,False,Aggressive,16,False,41700,True,False,Joseph Jones
18,Fuchsia City,High,Champion,Ghost,9,0,DarkBall,50,5,False,Defensive,15,False,90756,True,False,Andrew Miller
47,Cinnabar Island,Middle,Police Officer,Fairy,28,0,TimerBall,68,5,False,Aggressive,18,False,78540,True,False,Adam Davis
39,Vermilion City,Middle,PokéMart Seller,Bug,10,0,DuskBall,28,4,False,Unpredictable,21,False,39661,True,False,Thomas Anderson
68,Lavender Town,High,Gym Leader Assistant,Poison,71,1,GreatBall,32,1,False,Unpredictable,16,False,35084,False,True,Ryan Rodriguez
46,Vermilion City,Middle,Underground Battler,Ghost,48,0,PokéBall,37,5,False,Aggressive,21,False,362448,False,True,Brian Smith
63,Cinnabar Island,Low,Gym Leader Assistant,Fairy,5,0,UltraBall,55,4,False,Defensive,8,False,30161,True,False,James Williams
65,Viridian City,Low,Breeder,Fire,41,0,HealBall,37,1,False,Defensive,20,False,30072,True,False,Kevin Roberts
13,Viridian City,Middle,Champion,Ice,7,0,GreatBall,50,3,False,Unpredictable,23,False,30234,True,False,Michael Young
21,Pallet Town,Middle,Breeder,Flying,61,0,DuskBall,58,3,False,Aggressive,19,False,95170,True,False,William Ramirez
22,Saffron City,Low,Rocket Grunt,Water,19,0,TimerBall,26,3,False,Aggressive,18,False,32141,True,False,Kevin Wilson
64,Cerulean City,Low,PokéMart Seller,Grass,43,1,PokéBall,40,2,False,Defensive,30,False,46642,False,True,Edward Thomas
61,Pallet Town,Low,Scientist,Ice,44,0,DuskBall,72,0,False,Unpredictable,14,False,14890,True,False,Kevin Miller
66,Vermilion City,Middle,Champion,Bug,22,0,TimerBall,73,1,False,Unpredictable,14,False,3033,True,False,Mark Moore
28,Pallet Town,Low,Scientist,Rock,17,0,DuskBall,41,0,False,Aggressive,9,False,57539,True,False,Joshua Gonzalez
51,Saffron City,Low,Daycare Worker,Ghost,47,0,MasterBall,78,0,False,Unpredictable,23,False,42555,True,False,Ethan Martínez
37,Cinnabar Island,Middle,Champion,Poison,81,0,PokéBall,49,1,False,Unpredictable,21,False,32145,True,False,Ryan Sanchez
37,Pallet Town,Middle,Underground Battler,Dark,51,0,MasterBall,33,4,False,Defensive,3,True,288649,False,True,Ryan Roberts
31,Pewter City,High,Daycare Worker,Rock,50,0,HealBall,77,6,False,Unpredictable,8,False,35045,True,False,Steven Young
61,Cinnabar Island,Low,Fisherman,Fire,46,0,LuxuryBall,85,3,False,Unpredictable,9,False,54490,True,False,Samuel Young
65,Lavender Town,Low,Black Market Dealer,Electric,59,0,DuskBall,84,7,False,Unpredictable,22,False,97617,True,False,George Smith
31,Celadon City,Middle,Gym Leader Assistant,Dark,13,0,MasterBall,47,3,False,Aggressive,12,False,69532,True,False,Charles Ramirez
60,Lavender Town,Middle,PokéMart Seller,Ice,22,0,GreatBall,49,1,False,Defensive,13,False,92229,True,False,Michael Roberts
16,Pewter City,Middle,Casino Worker,Fighting,54,0,HealBall,61,0,False,Aggressive,15,False,75049,True,False,Ryan Roberts
34,Saffron City,Middle,Underground Battler,Ice,77,1,LuxuryBall,54,2,True,Defensive,9,True,75334,False,True,Aaron Rodriguez
68,Vermilion City,Middle,Daycare Worker,Normal,56,0,PokéBall,70,3,False,Aggressive,2,False,84353,True,False,Edward Thomas
38,Pewter City,High,Daycare Worker,Fighting,90,0,LuxuryBall,37,0,False,Unpredictable,24,False,92929,True,False,David Anderson
32,Celadon City,Low,Biker,Grass,26,0,DarkBall,57,2,True,Unpredictable,16,True,305630,False,True,Samuel Davis
15,Vermilion City,Middle,Breeder,Rock,31,0,DuskBall,44,4,False,Aggressive,12,False,55883,True,False,Robert Jackson
53,Fuchsia City,Middle,Casino Worker,Dark,20,0,HealBall,63,2,False,Defensive,1,False,81113,True,False,Mark Lopez
24,Vermilion City,Middle,Breeder,Water,64,0,TimerBall,34,0,False,Defensive,7,False,57434,True,False,Samuel Hernández
30,Vermilion City,Low,Scientist,Steel,68,0,MasterBall,41,5,False,Defensive,25,False,27337,True,False,Robert Thomas
49,Cinnabar Island,Low,Casino Worker,Psychic,72,0,DarkBall,35,2,False,Defensive,24,False,6932,True,False,Edward Lee
47,Celadon City,Low,PokéMart Seller,Psychic,93,0,NetBall,79,8,False,Aggressive,20,False,28837,True,False,James Gonzalez
50,Cinnabar Island,Low,Daycare Worker,Electric,37,0,LuxuryBall,37,0,False,Aggressive,8,False,3347,True,False,Jason Rodriguez
57,Cinnabar Island,Low,Elite Trainer,Fairy,83,0,LuxuryBall,83,4,False,Aggressive,10,False,19728,True,False,James Gonzalez
58,Pallet Town,Middle,Daycare Worker,Bug,70,0,UltraBall,66,0,False,Aggressive,2,False,46593,True,False,John Taylor
16,Viridian City,Middle,Elite Trainer,Dragon,93,0,NetBall,78,1,False,Aggressive,5,False,76737,True,False,George Moore
33,Pewter City,Middle,Biker,Dragon,75,0,GreatBall,61,1,False,Aggressive,15,False,38123,True,False,John Anderson
25,Saffron City,Low,Black Market Dealer,Steel,20,0,UltraBall,44,1,False,Unpredictable,17,False,69878,True,False,Anthony Miller
53,Viridian City,Middle,Breeder,Psychic,47,1,GreatBall,31,2,False,Defensive,17,True,331958,True,True,Mark Gonzalez
58,Pewter City,Middle,Police Officer,Poison,68,0,PokéBall,84,3,False,Aggressive,15,False,21068,True,False,Matthew Lewis
39,Lavender Town,High,Rocket Grunt,Psychic,18,0,DarkBall,42,1,False,Aggressive,19,False,42965,True,False,William Clark
31,Saffron City,Middle,Researcher,Fighting,31,0,PokéBall,43,0,False,Aggressive,18,False,36530,True,False,Brian Jones
29,Lavender Town,Low,Casino Worker,Fire,41,0,DarkBall,66,0,False,Defensive,21,False,21866,True,False,Charles Johnson
28,Cinnabar Island,Middle,Daycare Worker,Fighting,38,0,DarkBall,76,6,False,Unpredictable,22,False,81486,True,False,Anthony Lee
51,Vermilion City,Low,Casino Worker,Poison,40,0,GreatBall,52,0,False,Aggressive,7,False,52457,True,False,James Rodriguez
16,Pewter City,Middle,PokéMart Seller,Electric,47,0,MasterBall,69,0,False,Defensive,0,False,53084,True,False,Ethan Perez
31,Celadon City,Middle,PokéMart Seller,Flying,38,0,MasterBall,32,5,False,Defensive,18,False,42907,True,False,George Martínez
20,Viridian City,Middle,Casino Worker,Ground,62,0,TimerBall,28,4,False,Defensive,11,False,39973,True,False,Daniel Jones
28,Pallet Town,Middle,Casino Worker,Psychic,23,0,NetBall,55,4,False,Unpredictable,13,False,72843,True,False,Christopher Wilson
57,Cinnabar Island,Middle,Police Officer,Psychic,64,0,LuxuryBall,58,4,False,Aggressive,20,False,2229,True,False,Robert Smith
41,Saffron City,Middle,Daycare Worker,Ghost,86,0,HealBall,65,0,False,Defensive,16,False,95113,True,False,Charles Martínez
53,Fuchsia City,Middle,Breeder,Fire,17,0,GreatBall,78,6,False,Unpredictable,11,False,23525,True,False,Anthony White
12,Pallet Town,Low,Researcher,Bug,6,0,DarkBall,37,4,False,Unpredictable,0,False,70749,True,False,Brian Hernández
12,Viridian City,Low,Casino Worker,Steel,38,0,DarkBall,26,1,False,Unpredictable,1,False,13451,True,False,Matthew García
19,Pallet Town,Low,Scientist,Ice,64,0,GreatBall,39,0,False,Aggressive,7,False,12004,True,False,Aaron Sanchez
49,Cerulean City,High,Black Market Dealer,Grass,6,0,DuskBall,66,2,False,Defensive,12,False,38195,True,False,Daniel Lee
42,Saffron City,Middle,Scientist,Fairy,28,0,LuxuryBall,57,6,False,Aggressive,10,False,18242,True,False,Richard Smith
42,Vermilion City,Middle,Biker,Ice,38,0,UltraBall,22,7,False,Unpredictable,18,False,94195,True,False,Anthony Lewis
25,Cerulean City,High,Fisherman,Ghost,37,0,PokéBall,46,5,False,Defensive,23,False,11172,True,False,Ryan Martin
36,Vermilion City,Middle,Casino Worker,Dark,6,0,TimerBall,85,3,False,Aggressive,16,False,80735,True,False,Jacob Perez
47,Lavender Town,Middle,Black Market Dealer,Grass,51,0,UltraBall,50,1,False,Unpredictable,20,False,44152,True,False,Ethan Clark
51,Pallet Town,Low,Daycare Worker,Water,43,0,MasterBall,56,4,False,Unpredictable,13,False,97741,True,False,Thomas Williams
15,Saffron City,Low,PokéMart Seller,Electric,61,0,HealBall,69,0,False,Aggressive,5,False,40258,True,False,Steven Taylor
48,Lavender Town,Low,Fisherman,Fighting,77,0,NetBall,27,2,False,Defensive,9,False,78758,True,False,James Johnson
32,Viridian City,High,Researcher,Steel,59,0,PokéBall,70,6,False,Defensive,22,False,11183,True,False,Michael Williams
25,Saffron City,Low,Nurse,Dragon,43,0,MasterBall,67,0,False,Unpredictable,23,False,67308,True,False,Samuel Davis
57,Pallet Town,Low,Daycare Worker,Fairy,87,0,GreatBall,62,2,False,Unpredictable,4,True,15468,False,True,Steven Anderson
13,Pewter City,Middle,Breeder,Rock,18,0,TimerBall,83,1,False,Defensive,13,False,16314,True,False,Joseph Jackson
16,Fuchsia City,Middle,Nurse,Water,44,0,TimerBall,26,1,False,Defensive,5,False,998,True,False,William Rodriguez
38,Pallet Town,Middle,Elite Trainer,Water,58,0,NetBall,35,1,False,Aggressive,5,False,74304,True,False,Joshua Miller
64,Celadon City,High,Elite Trainer,Electric,25,0,DuskBall,84,0,False,Defensive,25,False,10371,True,False,Brian Sanchez
